addrCd,csForCnt,csNatCnt,gungu,resNm,rnum,sido,yyymm
0,37541,83137,종로구,창덕궁,1,서울특별시,201306
0,115003,208081,종로구,경복궁,2,서울특별시,201306
0,1881,50889,종로구,창경궁,3,서울특별시,201306
0,8388,12628,종로구,종묘,4,서울특별시,201306
0,13513,183498,용산구,국립중앙박물관,5,서울특별시,201306
0,10140,63520,중구,덕수궁,6,서울특별시,201306
0,25,4789,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201306
0,3698,77297,서대문구,서대문형무소역사관,8,서울특별시,201306
0,0,32152,서대문구,서대문자연사박물관,9,서울특별시,201306
0,22324,9647,마포구,트릭아이미술관,10,서울특별시,201306
0,64,4424,서초구,헌릉ㆍ인릉,11,서울특별시,201306
0,2088,33987,강남구,선릉·정릉,12,서울특별시,201306
0,31461,48657,종로구,창덕궁,1,서울특별시,201307
0,162364,203073,종로구,경복궁,2,서울특별시,201307
0,1671,24995,종로구,창경궁,3,서울특별시,201307
0,8691,9167,종로구,종묘,4,서울특별시,201307
0,17016,238909,용산구,국립중앙박물관,5,서울특별시,201307
0,13544,48941,중구,덕수궁,6,서울특별시,201307
0,9,1568,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201307
0,5289,31750,서대문구,서대문형무소역사관,8,서울특별시,201307
0,0,31296,서대문구,서대문자연사박물관,9,서울특별시,201307
0,24952,19650,마포구,트릭아이미술관,10,서울특별시,201307
0,91,1602,서초구,헌릉ㆍ인릉,11,서울특별시,201307
0,1708,19108,강남구,선릉·정릉,12,서울특별시,201307
0,40040,68571,종로구,창덕궁,1,서울특별시,201308
0,205693,255664,종로구,경복궁,2,서울특별시,201308
0,2999,33110,종로구,창경궁,3,서울특별시,201308
0,11619,17067,종로구,종묘,4,서울특별시,201308
0,15595,365305,용산구,국립중앙박물관,5,서울특별시,201308
0,12830,65233,중구,덕수궁,6,서울특별시,201308
0,24,2532,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201308
0,8146,89168,서대문구,서대문형무소역사관,8,서울특별시,201308
0,0,48459,서대문구,서대문자연사박물관,9,서울특별시,201308
0,29694,50528,마포구,트릭아이미술관,10,서울특별시,201308
0,170,2843,서초구,헌릉ㆍ인릉,11,서울특별시,201308
0,2051,21900,강남구,선릉·정릉,12,서울특별시,201308
0,39392,97864,종로구,창덕궁,1,서울특별시,201309
0,144685,319869,종로구,경복궁,2,서울특별시,201309
0,2227,56914,종로구,창경궁,3,서울특별시,201309
0,11689,20382,종로구,종묘,4,서울특별시,201309
0,13225,226526,용산구,국립중앙박물관,5,서울특별시,201309
0,13769,97658,중구,덕수궁,6,서울특별시,201309
0,30,4188,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201309
0,6201,27942,서대문구,서대문형무소역사관,8,서울특별시,201309
0,0,23766,서대문구,서대문자연사박물관,9,서울특별시,201309
0,24252,16189,마포구,트릭아이미술관,10,서울특별시,201309
0,66,3916,서초구,헌릉ㆍ인릉,11,서울특별시,201309
0,2318,30650,강남구,선릉·정릉,12,서울특별시,201309
0,51382,144549,종로구,창덕궁,1,서울특별시,201310
0,107719,385056,종로구,경복궁,2,서울특별시,201310
0,4441,103908,종로구,창경궁,3,서울특별시,201310
0,12425,22552,종로구,종묘,4,서울특별시,201310
0,14406,265316,용산구,국립중앙박물관,5,서울특별시,201310
0,13137,123934,중구,덕수궁,6,서울특별시,201310
0,37,6163,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201310
0,5948,72607,서대문구,서대문형무소역사관,8,서울특별시,201310
0,0,24073,서대문구,서대문자연사박물관,9,서울특별시,201310
0,34428,9290,마포구,트릭아이미술관,10,서울특별시,201310
0,99,7139,서초구,헌릉ㆍ인릉,11,서울특별시,201310
0,3325,40085,강남구,선릉·정릉,12,서울특별시,201310
0,39748,107904,종로구,창덕궁,1,서울특별시,201311
0,101941,211840,종로구,경복궁,2,서울특별시,201311
0,3198,60978,종로구,창경궁,3,서울특별시,201311
0,9353,18896,종로구,종묘,4,서울특별시,201311
0,11066,192502,용산구,국립중앙박물관,5,서울특별시,201311
0,13426,166366,중구,덕수궁,6,서울특별시,201311
0,18,2634,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201311
0,5474,42760,서대문구,서대문형무소역사관,8,서울특별시,201311
0,0,33703,서대문구,서대문자연사박물관,9,서울특별시,201311
0,29330,7266,마포구,트릭아이미술관,10,서울특별시,201311
0,41,3289,서초구,헌릉ㆍ인릉,11,서울특별시,201311
0,3121,23575,강남구,선릉·정릉,12,서울특별시,201311
0,25550,38553,종로구,창덕궁,1,서울특별시,201312
0,101942,145544,종로구,경복궁,2,서울특별시,201312
0,1986,20035,종로구,창경궁,3,서울특별시,201312
0,6048,13896,종로구,종묘,4,서울특별시,201312
0,9083,286992,용산구,국립중앙박물관,5,서울특별시,201312
0,13282,99301,중구,덕수궁,6,서울특별시,201312
0,6,706,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201312
0,6732,14607,서대문구,서대문형무소역사관,8,서울특별시,201312
0,0,23245,서대문구,서대문자연사박물관,9,서울특별시,201312
0,43129,11886,마포구,트릭아이미술관,10,서울특별시,201312
0,16,1248,서초구,헌릉ㆍ인릉,11,서울특별시,201312
0,1445,11890,강남구,선릉·정릉,12,서울특별시,201312
0,19834,48482,종로구,창덕궁,1,서울특별시,201401
0,96716,169707,종로구,경복궁,2,서울특별시,201401
0,1599,21712,종로구,창경궁,3,서울특별시,201401
0,5674,14419,종로구,종묘,4,서울특별시,201401
0,7804,333749,용산구,국립중앙박물관,5,서울특별시,201401
0,9013,111450,중구,덕수궁,6,서울특별시,201401
0,80,905,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201401
0,5319,24880,서대문구,서대문형무소역사관,8,서울특별시,201401
0,0,38632,서대문구,서대문자연사박물관,9,서울특별시,201401
0,38306,15714,마포구,트릭아이미술관,10,서울특별시,201401
0,9,1401,서초구,헌릉ㆍ인릉,11,서울특별시,201401
0,1339,13176,강남구,선릉·정릉,12,서울특별시,201401
0,20715,44756,종로구,창덕궁,1,서울특별시,201402
0,103625,154435,종로구,경복궁,2,서울특별시,201402
0,1492,36721,종로구,창경궁,3,서울특별시,201402
0,5181,12307,종로구,종묘,4,서울특별시,201402
0,7847,243843,용산구,국립중앙박물관,5,서울특별시,201402
0,10022,93247,중구,덕수궁,6,서울특별시,201402
0,56,1026,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201402
0,3735,23139,서대문구,서대문형무소역사관,8,서울특별시,201402
0,0,24261,서대문구,서대문자연사박물관,9,서울특별시,201402
0,41728,16869,마포구,트릭아이미술관,10,서울특별시,201402
0,17,1460,서초구,헌릉ㆍ인릉,11,서울특별시,201402
0,1219,13361,강남구,선릉·정릉,12,서울특별시,201402
0,32402,63221,종로구,창덕궁,1,서울특별시,201403
0,126971,223788,종로구,경복궁,2,서울특별시,201403
0,2477,44840,종로구,창경궁,3,서울특별시,201403
0,7528,16116,종로구,종묘,4,서울특별시,201403
0,9590,172398,용산구,국립중앙박물관,5,서울특별시,201403
0,14088,144903,중구,덕수궁,6,서울특별시,201403
0,15,6751,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201403
0,3824,57660,서대문구,서대문형무소역사관,8,서울특별시,201403
0,0,29177,서대문구,서대문자연사박물관,9,서울특별시,201403
0,39670,12978,마포구,트릭아이미술관,10,서울특별시,201403
0,43,3252,서초구,헌릉ㆍ인릉,11,서울특별시,201403
0,1101,25566,강남구,선릉·정릉,12,서울특별시,201403
0,45258,145834,종로구,창덕궁,1,서울특별시,201404
0,162371,360411,종로구,경복궁,2,서울특별시,201404
0,4243,89737,종로구,창경궁,3,서울특별시,201404
0,6568,17958,종로구,종묘,4,서울특별시,201404
0,10362,196802,용산구,국립중앙박물관,5,서울특별시,201404
0,17886,86252,중구,덕수궁,6,서울특별시,201404
0,43,4129,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201404
0,4129,53213,서대문구,서대문형무소역사관,8,서울특별시,201404
0,0,24761,서대문구,서대문자연사박물관,9,서울특별시,201404
0,52314,8557,마포구,트릭아이미술관,10,서울특별시,201404
0,48,5129,서초구,헌릉ㆍ인릉,11,서울특별시,201404
0,1251,40860,강남구,선릉·정릉,12,서울특별시,201404
0,44392,143694,종로구,창덕궁,1,서울특별시,201405
0,162319,457248,종로구,경복궁,2,서울특별시,201405
0,4220,100809,종로구,창경궁,3,서울특별시,201405
0,9195,53528,종로구,종묘,4,서울특별시,201405
0,11508,338536,용산구,국립중앙박물관,5,서울특별시,201405
0,16745,100802,중구,덕수궁,6,서울특별시,201405
0,21,7130,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201405
0,5224,34650,서대문구,서대문형무소역사관,8,서울특별시,201405
0,0,26111,서대문구,서대문자연사박물관,9,서울특별시,201405
0,46929,9517,마포구,트릭아이미술관,10,서울특별시,201405
0,45,6544,서초구,헌릉ㆍ인릉,11,서울특별시,201405
0,1417,41747,강남구,선릉·정릉,12,서울특별시,201405
0,35345,76779,종로구,창덕궁,1,서울특별시,201406
0,154604,270469,종로구,경복궁,2,서울특별시,201406
0,2298,37959,종로구,창경궁,3,서울특별시,201406
0,5368,18263,종로구,종묘,4,서울특별시,201406
0,11074,305438,용산구,국립중앙박물관,5,서울특별시,201406
0,12516,62932,중구,덕수궁,6,서울특별시,201406
0,14,10011,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201406
0,3552,36078,서대문구,서대문형무소역사관,8,서울특별시,201406
0,0,29942,서대문구,서대문자연사박물관,9,서울특별시,201406
0,44300,12478,마포구,트릭아이미술관,10,서울특별시,201406
0,0,5537,서초구,헌릉ㆍ인릉,11,서울특별시,201406
0,1171,35824,강남구,선릉·정릉,12,서울특별시,201406
0,38585,62361,종로구,창덕궁,1,서울특별시,201407
0,218935,274596,종로구,경복궁,2,서울특별시,201407
0,3570,31164,종로구,창경궁,3,서울특별시,201407
0,4727,14736,종로구,종묘,4,서울특별시,201407
0,12613,376891,용산구,국립중앙박물관,5,서울특별시,201407
0,15163,59167,중구,덕수궁,6,서울특별시,201407
0,44,5622,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201407
0,5288,31729,서대문구,서대문형무소역사관,8,서울특별시,201407
0,0,35226,서대문구,서대문자연사박물관,9,서울특별시,201407
0,50616,19529,마포구,트릭아이미술관,10,서울특별시,201407
0,5,1510,서초구,헌릉ㆍ인릉,11,서울특별시,201407
0,1022,25191,강남구,선릉·정릉,12,서울특별시,201407
0,43372,91108,종로구,창덕궁,1,서울특별시,201408
0,230924,405225,종로구,경복궁,2,서울특별시,201408
0,2866,44450,종로구,창경궁,3,서울특별시,201408
0,6342,20377,종로구,종묘,4,서울특별시,201408
0,13027,551234,용산구,국립중앙박물관,5,서울특별시,201408
0,18960,78818,중구,덕수궁,6,서울특별시,201408
0,31,7084,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201408
0,8296,124474,서대문구,서대문형무소역사관,8,서울특별시,201408
0,0,63877,서대문구,서대문자연사박물관,9,서울특별시,201408
0,53680,30440,마포구,트릭아이미술관,10,서울특별시,201408
0,21,1889,서초구,헌릉ㆍ인릉,11,서울특별시,201408
0,1101,26917,강남구,선릉·정릉,12,서울특별시,201408
0,38829,119260,종로구,창덕궁,1,서울특별시,201409
0,159595,393644,종로구,경복궁,2,서울특별시,201409
0,2741,85604,종로구,창경궁,3,서울특별시,201409
0,6730,22008,종로구,종묘,4,서울특별시,201409
0,9492,192611,용산구,국립중앙박물관,5,서울특별시,201409
0,15074,97594,중구,덕수궁,6,서울특별시,201409
0,72,12382,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201409
0,6294,50505,서대문구,서대문형무소역사관,8,서울특별시,201409
0,0,22734,서대문구,서대문자연사박물관,9,서울특별시,201409
0,30376,7278,마포구,트릭아이미술관,10,서울특별시,201409
0,10,4583,서초구,헌릉ㆍ인릉,11,서울특별시,201409
0,1247,33118,강남구,선릉·정릉,12,서울특별시,201409
0,58996,182385,종로구,창덕궁,1,서울특별시,201410
0,207722,468796,종로구,경복궁,2,서울특별시,201410
0,3860,116874,종로구,창경궁,3,서울특별시,201410
0,6809,24230,종로구,종묘,4,서울특별시,201410
0,11623,241780,용산구,국립중앙박물관,5,서울특별시,201410
0,18733,148878,중구,덕수궁,6,서울특별시,201410
0,31,8134,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201410
0,5926,79529,서대문구,서대문형무소역사관,8,서울특별시,201410
0,0,26868,서대문구,서대문자연사박물관,9,서울특별시,201410
0,38218,8912,마포구,트릭아이미술관,10,서울특별시,201410
0,9,7077,서초구,헌릉ㆍ인릉,11,서울특별시,201410
0,1149,37914,강남구,선릉·정릉,12,서울특별시,201410
0,47051,136085,종로구,창덕궁,1,서울특별시,201411
0,164220,288936,종로구,경복궁,2,서울특별시,201411
0,3668,75897,종로구,창경궁,3,서울특별시,201411
0,6022,15959,종로구,종묘,4,서울특별시,201411
0,8967,197616,용산구,국립중앙박물관,5,서울특별시,201411
0,19173,123477,중구,덕수궁,6,서울특별시,201411
0,9,4055,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201411
0,5443,41879,서대문구,서대문형무소역사관,8,서울특별시,201411
0,0,33254,서대문구,서대문자연사박물관,9,서울특별시,201411
0,34628,6000,마포구,트릭아이미술관,10,서울특별시,201411
0,16,3662,서초구,헌릉ㆍ인릉,11,서울특별시,201411
0,918,26030,강남구,선릉·정릉,12,서울특별시,201411
0,29928,41561,종로구,창덕궁,1,서울특별시,201412
0,129946,190501,종로구,경복궁,2,서울특별시,201412
0,1693,19473,종로구,창경궁,3,서울특별시,201412
0,3891,5951,종로구,종묘,4,서울특별시,201412
0,7195,258781,용산구,국립중앙박물관,5,서울특별시,201412
0,14723,44272,중구,덕수궁,6,서울특별시,201412
0,12,486,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201412
0,6263,27205,서대문구,서대문형무소역사관,8,서울특별시,201412
0,0,24527,서대문구,서대문자연사박물관,9,서울특별시,201412
0,42443,7478,마포구,트릭아이미술관,10,서울특별시,201412
0,5,1036,서초구,헌릉ㆍ인릉,11,서울특별시,201412
0,823,8869,강남구,선릉·정릉,12,서울특별시,201412
0,23453,49390,종로구,창덕궁,1,서울특별시,201501
0,108087,196594,종로구,경복궁,2,서울특별시,201501
0,1326,24256,종로구,창경궁,3,서울특별시,201501
0,3112,9854,종로구,종묘,4,서울특별시,201501
0,6513,339073,용산구,국립중앙박물관,5,서울특별시,201501
0,8989,54159,중구,덕수궁,6,서울특별시,201501
0,11,1754,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201501
0,5355,23464,서대문구,서대문형무소역사관,8,서울특별시,201501
0,0,44478,서대문구,서대문자연사박물관,9,서울특별시,201501
0,30234,10756,마포구,트릭아이미술관,10,서울특별시,201501
0,2,1362,서초구,헌릉ㆍ인릉,11,서울특별시,201501
0,569,12155,강남구,선릉·정릉,12,서울특별시,201501
0,26439,58745,종로구,창덕궁,1,서울특별시,201502
0,154280,264154,종로구,경복궁,2,서울특별시,201502
0,1487,51984,종로구,창경궁,3,서울특별시,201502
0,4171,15102,종로구,종묘,4,서울특별시,201502
0,6783,214923,용산구,국립중앙박물관,5,서울특별시,201502
0,11984,62541,중구,덕수궁,6,서울특별시,201502
0,13,2821,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201502
0,3702,12093,서대문구,서대문형무소역사관,8,서울특별시,201502
0,0,24157,서대문구,서대문자연사박물관,9,서울특별시,201502
0,34684,8984,마포구,트릭아이미술관,10,서울특별시,201502
0,4,1706,서초구,헌릉ㆍ인릉,11,서울특별시,201502
0,579,13497,강남구,선릉·정릉,12,서울특별시,201502
0,34770,63273,종로구,창덕궁,1,서울특별시,201503
0,114092,272022,종로구,경복궁,2,서울특별시,201503
0,5526,111070,종로구,창경궁,3,서울특별시,201503
0,5525,10717,종로구,종묘,4,서울특별시,201503
0,9463,165430,용산구,국립중앙박물관,5,서울특별시,201503
0,15227,55316,중구,덕수궁,6,서울특별시,201503
0,23,5274,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201503
0,3850,34754,서대문구,서대문형무소역사관,8,서울특별시,201503
0,0,22159,서대문구,서대문자연사박물관,9,서울특별시,201503
0,32313,4434,마포구,트릭아이미술관,10,서울특별시,201503
0,15,3014,서초구,헌릉ㆍ인릉,11,서울특별시,201503
0,794,24718,강남구,선릉·정릉,12,서울특별시,201503
0,45325,140398,종로구,창덕궁,1,서울특별시,201504
0,209980,406906,종로구,경복궁,2,서울특별시,201504
0,5862,82310,종로구,창경궁,3,서울특별시,201504
0,5290,16470,종로구,종묘,4,서울특별시,201504
0,11073,205569,용산구,국립중앙박물관,5,서울특별시,201504
0,19304,100979,중구,덕수궁,6,서울특별시,201504
0,20,10420,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201504
0,4114,57735,서대문구,서대문형무소역사관,8,서울특별시,201504
0,0,24094,서대문구,서대문자연사박물관,9,서울특별시,201504
0,32168,3718,마포구,트릭아이미술관,10,서울특별시,201504
0,7,4782,서초구,헌릉ㆍ인릉,11,서울특별시,201504
0,900,41824,강남구,선릉·정릉,12,서울특별시,201504
0,41644,187128,종로구,창덕궁,1,서울특별시,201505
0,185212,485936,종로구,경복궁,2,서울특별시,201505
0,5453,107728,종로구,창경궁,3,서울특별시,201505
0,8860,52123,종로구,종묘,4,서울특별시,201505
0,10250,260240,용산구,국립중앙박물관,5,서울특별시,201505
0,20133,130874,중구,덕수궁,6,서울특별시,201505
0,73,23038,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201505
0,4392,75348,서대문구,서대문형무소역사관,8,서울특별시,201505
0,0,29008,서대문구,서대문자연사박물관,9,서울특별시,201505
0,26983,8071,마포구,트릭아이미술관,10,서울특별시,201505
0,28,7557,서초구,헌릉ㆍ인릉,11,서울특별시,201505
0,1073,43557,강남구,선릉·정릉,12,서울특별시,201505
0,20021,39425,종로구,창덕궁,1,서울특별시,201506
0,31822,155024,종로구,경복궁,2,서울특별시,201506
0,1890,19369,종로구,창경궁,3,서울특별시,201506
0,2832,6964,종로구,종묘,4,서울특별시,201506
0,6992,86464,용산구,국립중앙박물관,5,서울특별시,201506
0,7547,55601,중구,덕수궁,6,서울특별시,201506
0,16,6645,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201506
0,689,20393,서대문구,서대문형무소역사관,8,서울특별시,201506
0,0,6857,서대문구,서대문자연사박물관,9,서울특별시,201506
0,9009,3603,마포구,트릭아이미술관,10,서울특별시,201506
0,15,3344,서초구,헌릉ㆍ인릉,11,서울특별시,201506
0,559,25700,강남구,선릉·정릉,12,서울특별시,201506
0,24274,109725,종로구,창덕궁,1,서울특별시,201507
0,78117,140930,종로구,경복궁,2,서울특별시,201507
0,4676,64166,종로구,창경궁,3,서울특별시,201507
0,2927,15124,종로구,종묘,4,서울특별시,201507
0,9652,261826,용산구,국립중앙박물관,5,서울특별시,201507
0,8478,94828,중구,덕수궁,6,서울특별시,201507
0,0,5871,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201507
0,4500,17171,서대문구,서대문형무소역사관,8,서울특별시,201507
0,0,28674,서대문구,서대문자연사박물관,9,서울특별시,201507
0,4522,9384,마포구,트릭아이미술관,10,서울특별시,201507
0,43,2991,서초구,헌릉ㆍ인릉,11,서울특별시,201507
0,864,37864,강남구,선릉·정릉,12,서울특별시,201507
0,25283,102114,종로구,창덕궁,1,서울특별시,201508
0,126031,265302,종로구,경복궁,2,서울특별시,201508
0,3054,90527,종로구,창경궁,3,서울특별시,201508
0,3594,17971,종로구,종묘,4,서울특별시,201508
0,10560,449973,용산구,국립중앙박물관,5,서울특별시,201508
0,12221,112969,중구,덕수궁,6,서울특별시,201508
0,20,6180,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201508
0,8160,119769,서대문구,서대문형무소역사관,8,서울특별시,201508
0,0,48488,서대문구,서대문자연사박물관,9,서울특별시,201508
0,12957,19516,마포구,트릭아이미술관,10,서울특별시,201508
0,5,3439,서초구,헌릉ㆍ인릉,11,서울특별시,201508
0,754,24135,강남구,선릉·정릉,12,서울특별시,201508
0,36438,100310,종로구,창덕궁,1,서울특별시,201509
0,145280,387816,종로구,경복궁,2,서울특별시,201509
0,3503,54612,종로구,창경궁,3,서울특별시,201509
0,4506,16808,종로구,종묘,4,서울특별시,201509
0,13169,221311,용산구,국립중앙박물관,5,서울특별시,201509
0,18105,109837,중구,덕수궁,6,서울특별시,201509
0,15,11899,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201509
0,6249,34080,서대문구,서대문형무소역사관,8,서울특별시,201509
0,0,21641,서대문구,서대문자연사박물관,9,서울특별시,201509
0,16712,4346,마포구,트릭아이미술관,10,서울특별시,201509
0,22,4606,서초구,헌릉ㆍ인릉,11,서울특별시,201509
0,853,35500,강남구,선릉·정릉,12,서울특별시,201509
0,49946,189933,종로구,창덕궁,1,서울특별시,201510
0,203207,403641,종로구,경복궁,2,서울특별시,201510
0,3936,113075,종로구,창경궁,3,서울특별시,201510
0,5519,21238,종로구,종묘,4,서울특별시,201510
0,17862,242371,용산구,국립중앙박물관,5,서울특별시,201510
0,21610,144902,중구,덕수궁,6,서울특별시,201510
0,78,19231,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201510
0,6269,71906,서대문구,서대문형무소역사관,8,서울특별시,201510
0,0,27564,서대문구,서대문자연사박물관,9,서울특별시,201510
0,21961,7623,마포구,트릭아이미술관,10,서울특별시,201510
0,17,5111,서초구,헌릉ㆍ인릉,11,서울특별시,201510
0,1022,36678,강남구,선릉·정릉,12,서울특별시,201510
0,44845,126038,종로구,창덕궁,1,서울특별시,201511
0,188000,219760,종로구,경복궁,2,서울특별시,201511
0,3106,61218,종로구,창경궁,3,서울특별시,201511
0,4763,24921,종로구,종묘,4,서울특별시,201511
0,14001,222495,용산구,국립중앙박물관,5,서울특별시,201511
0,19798,117633,중구,덕수궁,6,서울특별시,201511
0,15,7229,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201511
0,5537,35371,서대문구,서대문형무소역사관,8,서울특별시,201511
0,0,27430,서대문구,서대문자연사박물관,9,서울특별시,201511
0,21274,5535,마포구,트릭아이미술관,10,서울특별시,201511
0,10,2927,서초구,헌릉ㆍ인릉,11,서울특별시,201511
0,714,23381,강남구,선릉·정릉,12,서울특별시,201511
0,33342,59738,종로구,창덕궁,1,서울특별시,201512
0,170379,148961,종로구,경복궁,2,서울특별시,201512
0,1783,27172,종로구,창경궁,3,서울특별시,201512
0,3406,14936,종로구,종묘,4,서울특별시,201512
0,13127,281457,용산구,국립중앙박물관,5,서울특별시,201512
0,15197,68749,중구,덕수궁,6,서울특별시,201512
0,16,2221,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201512
0,5588,44232,서대문구,서대문형무소역사관,8,서울특별시,201512
0,0,22587,서대문구,서대문자연사박물관,9,서울특별시,201512
0,29520,8822,마포구,트릭아이미술관,10,서울특별시,201512
0,3,1647,서초구,헌릉ㆍ인릉,11,서울특별시,201512
0,492,14454,강남구,선릉·정릉,12,서울특별시,201512
0,24620,49472,종로구,창덕궁,1,서울특별시,201601
0,193821,144022,종로구,경복궁,2,서울특별시,201601
0,1696,22043,종로구,창경궁,3,서울특별시,201601
0,2902,12436,종로구,종묘,4,서울특별시,201601
0,14074,363327,용산구,국립중앙박물관,5,서울특별시,201601
0,12205,54352,중구,덕수궁,6,서울특별시,201601
0,6,1544,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201601
0,4375,20021,서대문구,서대문형무소역사관,8,서울특별시,201601
0,0,34358,서대문구,서대문자연사박물관,9,서울특별시,201601
0,25604,11382,마포구,트릭아이미술관,10,서울특별시,201601
0,3,1296,서초구,헌릉ㆍ인릉,11,서울특별시,201601
0,365,11788,강남구,선릉·정릉,12,서울특별시,201601
0,27301,62740,종로구,창덕궁,1,서울특별시,201602
0,206161,161100,종로구,경복궁,2,서울특별시,201602
0,1626,31323,종로구,창경궁,3,서울특별시,201602
0,3829,13656,종로구,종묘,4,서울특별시,201602
0,16051,255070,용산구,국립중앙박물관,5,서울특별시,201602
0,15928,53244,중구,덕수궁,6,서울특별시,201602
0,32,1758,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201602
0,3988,16387,서대문구,서대문형무소역사관,8,서울특별시,201602
0,0,20210,서대문구,서대문자연사박물관,9,서울특별시,201602
0,28575,9864,마포구,트릭아이미술관,10,서울특별시,201602
0,6,1518,서초구,헌릉ㆍ인릉,11,서울특별시,201602
0,286,12962,강남구,선릉·정릉,12,서울특별시,201602
0,43066,77620,종로구,창덕궁,1,서울특별시,201603
0,222231,167966,종로구,경복궁,2,서울특별시,201603
0,3310,104094,종로구,창경궁,3,서울특별시,201603
0,5566,13348,종로구,종묘,4,서울특별시,201603
0,18708,162000,용산구,국립중앙박물관,5,서울특별시,201603
0,16132,69020,중구,덕수궁,6,서울특별시,201603
0,14,3748,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201603
0,3946,50374,서대문구,서대문형무소역사관,8,서울특별시,201603
0,0,19372,서대문구,서대문자연사박물관,9,서울특별시,201603
0,25458,4061,마포구,트릭아이미술관,10,서울특별시,201603
0,18,2894,서초구,헌릉ㆍ인릉,11,서울특별시,201603
0,469,26333,강남구,선릉·정릉,12,서울특별시,201603
0,52324,186302,종로구,창덕궁,1,서울특별시,201604
0,321801,340944,종로구,경복궁,2,서울특별시,201604
0,7017,97302,종로구,창경궁,3,서울특별시,201604
0,5823,23723,종로구,종묘,4,서울특별시,201604
0,17811,200794,용산구,국립중앙박물관,5,서울특별시,201604
0,28939,118061,중구,덕수궁,6,서울특별시,201604
0,26,11831,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201604
0,4280,50928,서대문구,서대문형무소역사관,8,서울특별시,201604
0,0,28567,서대문구,서대문자연사박물관,9,서울특별시,201604
0,28036,3816,마포구,트릭아이미술관,10,서울특별시,201604
0,1,4372,서초구,헌릉ㆍ인릉,11,서울특별시,201604
0,901,43688,강남구,선릉·정릉,12,서울특별시,201604
0,52772,181421,종로구,창덕궁,1,서울특별시,201605
0,303498,378455,종로구,경복궁,2,서울특별시,201605
0,5519,153328,종로구,창경궁,3,서울특별시,201605
0,10762,73644,종로구,종묘,4,서울특별시,201605
0,12648,293244,용산구,국립중앙박물관,5,서울특별시,201605
0,24465,161461,중구,덕수궁,6,서울특별시,201605
0,56,21485,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201605
0,4476,80932,서대문구,서대문형무소역사관,8,서울특별시,201605
0,0,25663,서대문구,서대문자연사박물관,9,서울특별시,201605
0,25577,7170,마포구,트릭아이미술관,10,서울특별시,201605
0,13,5335,서초구,헌릉ㆍ인릉,11,서울특별시,201605
0,662,41184,강남구,선릉·정릉,12,서울특별시,201605
0,44328,95232,종로구,창덕궁,1,서울특별시,201606
0,276101,263435,종로구,경복궁,2,서울특별시,201606
0,3364,45270,종로구,창경궁,3,서울특별시,201606
0,5564,15950,종로구,종묘,4,서울특별시,201606
0,15492,233800,용산구,국립중앙박물관,5,서울특별시,201606
0,26998,122701,중구,덕수궁,6,서울특별시,201606
0,35,9440,노원구,태릉 ·  강릉 · 조선왕릉전시관,7,서울특별시,201606
